,FIRM,K,KT,KINT,SALES,ASSETS,INV,INVT,INVINT,LINV,LINVT,LINVINT,INVSALES,INVTSALES,INVINTSALES,INVK,INVTK,INVINTK,INVA,INVTA,INVINTA,LC,SC,LCSALES,SCSALES,EMPL,CR,AGE,LEMPL,LWAGE,smallm,largem,high,low,fclowm,fchighm,treat,notreat,snotreat,snotreat2,snotreat3,score,s,s2,s3,ssmall,ssmall2,ssmall3,slarge,slarge2,slarge3,treatsmall,streatsmall,streatsmall2,streatsmall3,treatlarge,streatlarge,streatlarge2,streatlarge3,treath,streath,streath2,streath3,streath4,treatl,streatl,streatl2,streatl3,streatl4,treatsmallh,streatsmallh,streatsmallh2,streatsmallh3,treatlargeh,streatlargeh,streatlargeh2,streatlargeh3,treatsmalll,streatsmalll,streatsmalll2,streatsmalll3,treatlargel,streatlargel,streatlargel2,streatlargel3,fclow,fchigh,sfclow,sfclow2,sfclow3,sfchigh,sfchigh2,sfchigh3,treatfclow,streatfclow,streatfclow2,streatfclow3,treatfchigh,streatfchigh,streatfchigh2,streatfchigh3,streat,streat2,streat3
91,92.0,8549.0,8517.0,32.0,18716.0,17790.0,-1140.0,-1315.0,175.0,11.539801,10.649939,11.684186,-0.060910452,-0.07026074,0.009350289,-0.13334893,-0.15381916,0.02047023,-0.064080946,-0.07391793,0.009836987,5602.0,20109.0,0.29931608,1.0744283,155.0,0.33670035,1980.1104,5.043425,3.5874538,0.0,1.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,92.0,17.0,289.0,4913.0,0.0,0.0,0.0,17.0,289.0,4913.0,0.0,0.0,0.0,0.0,1.0,17.0,289.0,4913.0,0.0,0.0,0.0,0.0,0.0,1.0,17.0,289.0,4913.0,83521.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,17.0,289.0,4913.0,,,17.0,289.0,4913.0,0.0,0.0,0.0,1.0,17.0,289.0,4913.0,0.0,0.0,0.0,0.0,17.0,289.0,4913.0
92,93.0,8960.0,8195.0,765.0,22343.0,25020.0,-1944.0,-1604.0,-340.0,11.531943,10.6430645,11.679837,-0.08700711,-0.07178982,-0.015217294,-0.21696429,-0.17901786,-0.03794643,-0.07769784,-0.064108714,-0.013589129,20312.0,15252.0,0.90909904,0.6826299,494.0,0.44886363,,6.2025356,3.7164316,0.0,1.0,1.0,0.0,,,1.0,0.0,0.0,0.0,0.0,86.0,11.0,121.0,1331.0,0.0,0.0,0.0,11.0,121.0,1331.0,0.0,0.0,0.0,0.0,1.0,11.0,121.0,1331.0,1.0,11.0,121.0,1331.0,14641.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,11.0,121.0,1331.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,11.0,121.0,1331.0
93,94.0,4375.0,3985.0,390.0,6694.0,7617.0,-65.0,243.0,-308.0,11.550212,10.686201,11.680108,-0.009710188,0.036301166,-0.046011355,-0.014857143,0.055542856,-0.0704,-0.008533543,0.031902324,-0.040435866,3042.0,4322.0,0.4544368,0.64565283,85.0,0.37359872,1977.0125,4.4426513,3.5776193,1.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,79.0,4.0,16.0,64.0,4.0,16.0,64.0,0.0,0.0,0.0,1.0,4.0,16.0,64.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,4.0,16.0,64.0,256.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,4.0,16.0,64.0,0.0,0.0,0.0,0.0,,,4.0,16.0,64.0,0.0,0.0,0.0,1.0,4.0,16.0,64.0,0.0,0.0,0.0,0.0,4.0,16.0,64.0
94,95.0,628.0,542.0,86.0,6026.0,2703.0,-220.0,-212.0,-8.0,11.5487175,10.675746,11.682643,-0.036508463,-0.03518088,-0.0013275805,-0.35031846,-0.3375796,-0.012738854,-0.081391044,-0.078431375,-0.0029596745,1769.0,7439.0,0.29356122,1.234484,47.0,0.40149254,1982.072,3.8501475,3.6280222,1.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,86.0,11.0,121.0,1331.0,11.0,121.0,1331.0,0.0,0.0,0.0,1.0,11.0,121.0,1331.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,11.0,121.0,1331.0,14641.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,11.0,121.0,1331.0,0.0,0.0,0.0,0.0,,,11.0,121.0,1331.0,0.0,0.0,0.0,1.0,11.0,121.0,1331.0,0.0,0.0,0.0,0.0,11.0,121.0,1331.0
95,96.0,345.0,152.0,193.0,1722.0,2558.0,63.0,-19.0,82.0,11.551444,10.680194,11.683402,0.036585364,-0.011033682,0.04761905,0.1826087,-0.055072464,0.23768117,0.024628617,-0.007427678,0.032056294,1492.0,4815.0,0.8664344,2.7961671,58.0,0.38036922,,4.060443,3.2474298,1.0,0.0,0.0,1.0,,,1.0,0.0,0.0,0.0,0.0,88.0,13.0,169.0,2197.0,13.0,169.0,2197.0,0.0,0.0,0.0,1.0,13.0,169.0,2197.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,13.0,169.0,2197.0,28561.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,13.0,169.0,2197.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,13.0,169.0,2197.0
96,97.0,3523.0,3402.0,121.0,18240.0,14654.0,5483.0,4805.0,678.0,11.602282,10.785394,11.688416,0.30060306,0.26343203,0.03717105,1.556344,1.3638945,0.19244961,0.37416404,0.32789683,0.04626723,15187.0,21497.0,0.8326206,1.1785636,439.0,,,6.0844994,3.5436957,0.0,1.0,0.0,0.0,,,0.0,1.0,-8.0,64.0,-512.0,67.0,-8.0,64.0,-512.0,0.0,0.0,0.0,-8.0,64.0,-512.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,0.0,0.0,0.0
97,98.0,8765.0,8562.0,203.0,57933.0,49827.0,2163.0,2042.0,121.0,11.571449,10.7265005,11.683731,0.037336234,0.035247613,0.0020886196,0.24677695,0.23297204,0.013804906,0.0434102,0.040981796,0.0024284022,42113.0,59140.0,0.7269259,1.0208344,902.0,0.37696588,1980.0413,6.8046145,3.8434973,0.0,1.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,93.0,18.0,324.0,5832.0,0.0,0.0,0.0,18.0,324.0,5832.0,0.0,0.0,0.0,0.0,1.0,18.0,324.0,5832.0,0.0,0.0,0.0,0.0,0.0,1.0,18.0,324.0,5832.0,104976.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,18.0,324.0,5832.0,,,18.0,324.0,5832.0,0.0,0.0,0.0,1.0,18.0,324.0,5832.0,0.0,0.0,0.0,0.0,18.0,324.0,5832.0
98,99.0,272.0,163.0,109.0,5355.0,3916.0,169.0,274.0,-105.0,11.552464,10.68691,11.681824,0.031559292,0.051167134,-0.019607844,0.6213235,1.007353,-0.38602942,0.04315628,0.069969356,-0.026813075,2274.0,6824.0,0.42464986,1.2743231,,0.3994186,1980.0516,,,1.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,90.0,15.0,225.0,3375.0,15.0,225.0,3375.0,0.0,0.0,0.0,1.0,15.0,225.0,3375.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,15.0,225.0,3375.0,50625.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,15.0,225.0,3375.0,0.0,0.0,0.0,0.0,,,15.0,225.0,3375.0,0.0,0.0,0.0,1.0,15.0,225.0,3375.0,0.0,0.0,0.0,0.0,15.0,225.0,3375.0
99,100.0,1576.0,1540.0,36.0,5010.0,4280.0,-90.0,-97.0,7.0,11.549971,10.678399,11.68277,-0.017964073,-0.019361278,0.0013972056,-0.0571066,-0.06154822,0.0044416245,-0.021028038,-0.022663552,0.001635514,3182.0,4531.0,0.63512975,0.9043912,,,1980.0724,,,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,-11.0,121.0,-1331.0,64.0,-11.0,121.0,-1331.0,-11.0,121.0,-1331.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,-11.0,121.0,-1331.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
100,101.0,167.0,151.0,16.0,5583.0,4185.0,244.0,247.0,-3.0,11.5531845,10.686293,11.682685,0.0437041,0.044241447,-0.00053734554,1.4610778,1.4790419,-0.017964073,0.058303464,0.05902031,-0.00071684585,5386.0,3353.0,0.9647143,0.6005732,98.0,0.4662444,,4.5849676,4.006591,1.0,0.0,1.0,0.0,,,1.0,0.0,0.0,0.0,0.0,85.0,10.0,100.0,1000.0,10.0,100.0,1000.0,0.0,0.0,0.0,1.0,10.0,100.0,1000.0,0.0,0.0,0.0,0.0,1.0,10.0,100.0,1000.0,10000.0,0.0,0.0,0.0,0.0,0.0,1.0,10.0,100.0,1000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,10.0,100.0,1000.0
101,102.0,674.0,551.0,123.0,4882.0,4671.0,578.0,628.0,-50.0,11.556387,10.694963,11.682288,0.1183941,0.12863581,-0.010241704,0.8575668,0.9317507,-0.07418398,0.12374224,0.13444659,-0.010704346,3475.0,3521.0,0.7117984,0.7212208,,,1980.122,,,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,-36.0,1296.0,-46656.0,39.0,-36.0,1296.0,-46656.0,-36.0,1296.0,-46656.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,-36.0,1296.0,-46656.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
102,103.0,351.0,345.0,6.0,2226.0,1217.0,446.0,346.0,100.0,11.555122,10.688553,11.683554,0.20035939,0.15543576,0.04492363,1.2706553,0.98575497,0.28490028,0.36647493,0.28430566,0.08216927,1058.0,2015.0,0.475292,0.90521115,,,1990.0112,,,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,-15.0,225.0,-3375.0,60.0,-15.0,225.0,-3375.0,-15.0,225.0,-3375.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,0.0,0.0,-15.0,225.0,-3375.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
103,104.0,664.0,513.0,151.0,6626.0,6332.0,1387.0,873.0,514.0,11.564103,10.7005,11.687038,0.2093269,0.1317537,0.077573195,2.0888555,1.314759,0.77409637,0.21904612,0.13787113,0.081174985,5478.0,6028.0,0.8267431,0.90974945,,0.44901735,1978.0126,,,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,89.0,14.0,196.0,2744.0,14.0,196.0,2744.0,0.0,0.0,0.0,1.0,14.0,196.0,2744.0,0.0,0.0,0.0,0.0,1.0,14.0,196.0,2744.0,38416.0,0.0,0.0,0.0,0.0,0.0,1.0,14.0,196.0,2744.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,14.0,196.0,2744.0,0.0,0.0,0.0,1.0,14.0,196.0,2744.0,0.0,0.0,0.0,0.0,14.0,196.0,2744.0
104,105.0,324.0,274.0,50.0,7029.0,4593.0,141.0,114.0,27.0,11.552195,10.6832485,11.682939,0.020059753,0.016218523,0.0038412292,0.4351852,0.35185185,0.083333336,0.03069889,0.024820378,0.005878511,4324.0,7239.0,0.61516577,1.0298762,95.0,0.35,1978.0116,4.553877,3.8180592,1.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,83.0,8.0,64.0,512.0,8.0,64.0,512.0,0.0,0.0,0.0,1.0,8.0,64.0,512.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,8.0,64.0,512.0,4096.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,8.0,64.0,512.0,0.0,0.0,0.0,0.0,,,8.0,64.0,512.0,0.0,0.0,0.0,1.0,8.0,64.0,512.0,0.0,0.0,0.0,0.0,8.0,64.0,512.0
105,106.0,5160.0,3896.0,1264.0,19516.0,18986.0,422.0,1169.0,-747.0,11.554893,10.707147,11.676387,0.021623284,0.05989957,-0.038276285,0.081782945,0.22655039,-0.14476745,0.022226904,0.061571684,-0.03934478,9853.0,13708.0,0.5048678,0.70239806,278.0,,1978.1106,5.627621,3.5679102,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,-2.0,4.0,-8.0,73.0,-2.0,4.0,-8.0,0.0,0.0,0.0,-2.0,4.0,-8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,-2.0,4.0,-8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
106,107.0,1525.0,1046.0,479.0,3229.0,3589.0,437.0,552.0,-115.0,11.555037,10.693239,11.68174,0.13533601,0.17095076,-0.03561474,0.28655738,0.3619672,-0.07540984,0.121760935,0.15380329,-0.03204235,1902.0,3601.0,0.5890369,1.115206,,0.39065722,1996.1224,,,1.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,85.0,10.0,100.0,1000.0,10.0,100.0,1000.0,0.0,0.0,0.0,1.0,10.0,100.0,1000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,10.0,100.0,1000.0,10000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,10.0,100.0,1000.0,0.0,0.0,0.0,0.0,,,0.0,0.0,0.0,10.0,100.0,1000.0,0.0,0.0,0.0,0.0,1.0,10.0,100.0,1000.0,10.0,100.0,1000.0
107,108.0,474.0,313.0,161.0,5131.0,3491.0,263.0,36.0,227.0,11.553367,10.681458,11.684624,0.051257066,0.0070161764,0.04424089,0.5548523,0.07594936,0.47890297,0.07533658,0.010312231,0.065024346,5327.0,5603.0,1.0381992,1.0919899,78.0,,1983.052,4.356709,4.2238345,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,-10.0,100.0,-1000.0,65.0,-10.0,100.0,-1000.0,-10.0,100.0,-1000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,-10.0,100.0,-1000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
108,109.0,74409.0,47907.0,26502.0,894979.0,276270.0,-7344.0,-2646.0,-4698.0,11.477506,10.617883,11.64226,-0.008205779,-0.002956494,-0.005249285,-0.09869774,-0.035560213,-0.063137524,-0.02658269,-0.009577587,-0.017005105,102281.0,89880.0,0.11428313,0.100426935,1129.0,0.4609375,1960.0132,7.0290875,4.5063915,0.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,85.0,10.0,100.0,1000.0,0.0,0.0,0.0,10.0,100.0,1000.0,0.0,0.0,0.0,0.0,1.0,10.0,100.0,1000.0,1.0,10.0,100.0,1000.0,10000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,10.0,100.0,1000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,10.0,100.0,1000.0,0.0,0.0,0.0,1.0,10.0,100.0,1000.0,0.0,0.0,0.0,0.0,10.0,100.0,1000.0
109,110.0,3803.0,3595.0,208.0,10712.0,12151.0,-550.0,-513.0,-37.0,11.545528,10.668769,11.682398,-0.051344287,-0.047890216,-0.0034540703,-0.14462267,-0.1348935,-0.009729161,-0.045263764,-0.04221875,-0.003045017,10619.0,11238.0,0.99131817,1.0491039,276.0,0.4094441,1970.1016,5.620401,3.6499991,0.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,78.0,3.0,9.0,27.0,0.0,0.0,0.0,3.0,9.0,27.0,0.0,0.0,0.0,0.0,1.0,3.0,9.0,27.0,1.0,3.0,9.0,27.0,81.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,3.0,9.0,27.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,3.0,9.0,27.0,0.0,0.0,0.0,1.0,3.0,9.0,27.0,0.0,0.0,0.0,0.0,3.0,9.0,27.0
110,111.0,17662.0,17632.0,30.0,58561.0,56581.0,2749.0,2774.0,-25.0,11.576961,10.742444,11.6825,0.046942506,0.04736941,-0.0004269053,0.1556449,0.15706035,-0.0014154683,0.048585214,0.04902706,-0.00044184443,31827.0,61562.0,0.54348457,1.0512457,779.0,0.32368422,1984.092,6.658011,3.7100592,0.0,1.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,80.0,5.0,25.0,125.0,0.0,0.0,0.0,5.0,25.0,125.0,0.0,0.0,0.0,0.0,1.0,5.0,25.0,125.0,0.0,0.0,0.0,0.0,0.0,1.0,5.0,25.0,125.0,625.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,5.0,25.0,125.0,,,5.0,25.0,125.0,0.0,0.0,0.0,1.0,5.0,25.0,125.0,0.0,0.0,0.0,0.0,5.0,25.0,125.0
111,112.0,29959.0,25600.0,4359.0,225299.0,395369.0,-3078.0,-3486.0,408.0,11.520755,10.59711,11.686148,-0.013661845,-0.015472772,0.0018109268,-0.102740414,-0.116359025,0.013618612,-0.007785132,-0.0088170795,0.0010319473,117157.0,162099.0,0.5200068,0.7194839,2651.0,0.41701418,,7.8826923,3.788578,0.0,1.0,1.0,0.0,,,1.0,0.0,0.0,0.0,0.0,97.0,22.0,484.0,10648.0,0.0,0.0,0.0,22.0,484.0,10648.0,0.0,0.0,0.0,0.0,1.0,22.0,484.0,10648.0,1.0,22.0,484.0,10648.0,234256.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,22.0,484.0,10648.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,22.0,484.0,10648.0
112,113.0,12908.0,8798.0,4110.0,15816.0,22532.0,-2947.0,-1101.0,-1846.0,11.522054,10.654998,11.66701,-0.1863303,-0.06961305,-0.11671725,-0.22830802,-0.08529594,-0.14301209,-0.13079177,-0.04886384,-0.081927925,16539.0,9180.0,1.0457132,0.5804249,492.0,0.3991131,1979.0428,6.1984787,3.5149977,0.0,1.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,77.0,2.0,4.0,8.0,0.0,0.0,0.0,2.0,4.0,8.0,0.0,0.0,0.0,0.0,1.0,2.0,4.0,8.0,0.0,0.0,0.0,0.0,0.0,1.0,2.0,4.0,8.0,16.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2.0,4.0,8.0,,,2.0,4.0,8.0,0.0,0.0,0.0,1.0,2.0,4.0,8.0,0.0,0.0,0.0,0.0,2.0,4.0,8.0
113,114.0,1568.0,1536.0,32.0,9565.0,10791.0,2261.0,2261.0,0.0,11.572373,10.731297,11.682711,0.23638265,0.23638265,0.0,1.4419643,1.4419643,0.0,0.20952646,0.20952646,0.0,6321.0,9965.0,0.6608468,1.0418191,194.0,0.3728261,1979.0529,5.267858,3.4837744,0.0,1.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,87.0,12.0,144.0,1728.0,0.0,0.0,0.0,12.0,144.0,1728.0,0.0,0.0,0.0,0.0,1.0,12.0,144.0,1728.0,0.0,0.0,0.0,0.0,0.0,1.0,12.0,144.0,1728.0,20736.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,12.0,144.0,1728.0,,,12.0,144.0,1728.0,0.0,0.0,0.0,1.0,12.0,144.0,1728.0,0.0,0.0,0.0,0.0,12.0,144.0,1728.0
114,115.0,908.0,802.0,106.0,12023.0,9224.0,68.0,-146.0,214.0,11.551492,10.67727,11.684515,0.0056558265,-0.012143392,0.017799217,0.07488987,-0.16079295,0.23568282,0.007372073,-0.015828274,0.023200346,5438.0,8015.0,0.45229977,0.666639,144.0,0.413,1979.062,4.9698133,3.6313534,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,79.0,4.0,16.0,64.0,4.0,16.0,64.0,0.0,0.0,0.0,1.0,4.0,16.0,64.0,0.0,0.0,0.0,0.0,1.0,4.0,16.0,64.0,256.0,0.0,0.0,0.0,0.0,0.0,1.0,4.0,16.0,64.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,4.0,16.0,64.0,0.0,0.0,0.0,1.0,4.0,16.0,64.0,0.0,0.0,0.0,0.0,4.0,16.0,64.0
115,116.0,65.0,30.0,35.0,999.0,657.0,95.0,125.0,-30.0,11.551752,10.6835,11.682457,0.0950951,0.12512513,-0.03003003,1.4615384,1.9230769,-0.46153846,0.14459665,0.19025876,-0.0456621,712.0,903.0,0.7127127,0.9039039,,,1984.0627,,,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,-7.0,49.0,-343.0,68.0,-7.0,49.0,-343.0,-7.0,49.0,-343.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,-7.0,49.0,-343.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
116,117.0,1036.0,495.0,541.0,8047.0,5677.0,-201.0,-52.0,-149.0,11.548901,10.679435,11.681453,-0.024978252,-0.0064620357,-0.018516216,-0.19401544,-0.05019305,-0.14382239,-0.035406023,-0.009159767,-0.026246257,4085.0,4175.0,0.5076426,0.5188269,106.0,0.43879387,1979.0914,4.6634393,3.6516378,0.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,77.0,2.0,4.0,8.0,0.0,0.0,0.0,2.0,4.0,8.0,0.0,0.0,0.0,0.0,1.0,2.0,4.0,8.0,1.0,2.0,4.0,8.0,16.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2.0,4.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,2.0,4.0,8.0,0.0,0.0,0.0,1.0,2.0,4.0,8.0,0.0,0.0,0.0,0.0,2.0,4.0,8.0
117,118.0,1783.0,1440.0,343.0,24577.0,19450.0,313.0,293.0,20.0,11.553846,10.687344,11.682879,0.012735484,0.011921715,0.00081376894,0.17554682,0.16432978,0.01121705,0.016092544,0.015064267,0.0010282777,16578.0,9854.0,0.6745331,0.40094396,372.0,,1980.0323,5.918894,3.796938,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,-3.0,9.0,-27.0,72.0,-3.0,9.0,-27.0,0.0,0.0,0.0,-3.0,9.0,-27.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,-3.0,9.0,-27.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
118,119.0,2562.0,2388.0,174.0,32530.0,30057.0,3625.0,3555.0,70.0,11.585144,10.759179,11.683301,0.1114356,0.10928374,0.00215186,1.4149102,1.3875878,0.027322404,0.12060419,0.11827528,0.0023289083,16975.0,21592.0,0.521826,0.66375655,359.0,0.32662338,1980.0226,5.8833222,3.8561745,0.0,1.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,78.0,3.0,9.0,27.0,0.0,0.0,0.0,3.0,9.0,27.0,0.0,0.0,0.0,0.0,1.0,3.0,9.0,27.0,0.0,0.0,0.0,0.0,0.0,1.0,3.0,9.0,27.0,81.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,3.0,9.0,27.0,,,3.0,9.0,27.0,0.0,0.0,0.0,1.0,3.0,9.0,27.0,0.0,0.0,0.0,0.0,3.0,9.0,27.0
119,120.0,235.0,183.0,52.0,6262.0,5128.0,393.0,82.0,311.0,11.554614,10.682514,11.685331,0.0627595,0.013094858,0.049664643,1.6723404,0.34893617,1.3234043,0.076638065,0.01599064,0.060647424,4531.0,8209.0,0.72357076,1.310923,118.0,0.35,1980.052,4.7706847,3.6480134,1.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,76.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,,,1.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0
120,121.0,98.0,97.0,1.0,963.0,699.0,4.0,0.0,4.0,11.550877,10.680631,11.682744,0.0041536866,0.0,0.0041536866,0.040816326,0.0,0.040816326,0.005722461,0.0,0.005722461,1412.0,1715.0,1.4662513,1.7808931,,,,,,1.0,0.0,0.0,0.0,,,0.0,1.0,-40.0,1600.0,-64000.0,35.0,-40.0,1600.0,-64000.0,-40.0,1600.0,-64000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,0.0,0.0,0.0
