,FIRM,K,KT,KINT,SALES,ASSETS,INV,INVT,INVINT,LINV,LINVT,LINVINT,INVSALES,INVTSALES,INVINTSALES,INVK,INVTK,INVINTK,INVA,INVTA,INVINTA,LC,SC,LCSALES,SCSALES,EMPL,CR,AGE,LEMPL,LWAGE,smallm,largem,high,low,fclowm,fchighm,treat,notreat,snotreat,snotreat2,snotreat3,score,s,s2,s3,ssmall,ssmall2,ssmall3,slarge,slarge2,slarge3,treatsmall,streatsmall,streatsmall2,streatsmall3,treatlarge,streatlarge,streatlarge2,streatlarge3,treath,streath,streath2,streath3,streath4,treatl,streatl,streatl2,streatl3,streatl4,treatsmallh,streatsmallh,streatsmallh2,streatsmallh3,treatlargeh,streatlargeh,streatlargeh2,streatlargeh3,treatsmalll,streatsmalll,streatsmalll2,streatsmalll3,treatlargel,streatlargel,streatlargel2,streatlargel3,fclow,fchigh,sfclow,sfclow2,sfclow3,sfchigh,sfchigh2,sfchigh3,treatfclow,streatfclow,streatfclow2,streatfclow3,treatfchigh,streatfchigh,streatfchigh2,streatfchigh3,streat,streat2,streat3
173,174.0,24651.0,20841.0,3810.0,60104.0,58377.0,-1937.0,1263.0,-3200.0,11.532012,10.709249,11.655336,-0.03222747,0.021013577,-0.053241048,-0.07857694,0.051235244,-0.12981218,-0.033180878,0.021635232,-0.05481611,45431.0,46602.0,0.75587314,0.77535605,1209.0,0.3839852,1998.0225,7.097549,3.6264012,0.0,1.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,82.0,7.0,49.0,343.0,0.0,0.0,0.0,7.0,49.0,343.0,0.0,0.0,0.0,0.0,1.0,7.0,49.0,343.0,0.0,0.0,0.0,0.0,0.0,1.0,7.0,49.0,343.0,2401.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,7.0,49.0,343.0,,,0.0,0.0,0.0,7.0,49.0,343.0,0.0,0.0,0.0,0.0,1.0,7.0,49.0,343.0,7.0,49.0,343.0
174,175.0,5397.0,4945.0,452.0,5848.0,8627.0,1945.0,1715.0,230.0,11.569391,10.719295,11.684649,0.33259234,0.29326266,0.039329685,0.3603854,0.31776914,0.042616267,0.22545497,0.19879448,0.026660485,5077.0,6860.0,0.86816007,1.1730506,96.0,,1990.0516,4.564348,3.9681277,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,-44.0,1936.0,-85184.0,31.0,-44.0,1936.0,-85184.0,-44.0,1936.0,-85184.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,0.0,0.0,-44.0,1936.0,-85184.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
175,176.0,1770.0,1688.0,82.0,1142.0,2352.0,23.0,51.0,-28.0,11.551059,10.681803,11.682474,0.020140106,0.044658493,-0.02451839,0.01299435,0.02881356,-0.015819209,0.009778911,0.021683674,-0.011904762,1276.0,843.0,1.1173381,0.7381786,,,1998.042,,,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,-5.0,25.0,-125.0,70.0,-5.0,25.0,-125.0,-5.0,25.0,-125.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,0.0,0.0,-5.0,25.0,-125.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
176,177.0,694.0,656.0,38.0,12116.0,8016.0,-302.0,-300.0,-2.0,11.547926,10.673712,11.6826935,-0.024925718,-0.024760647,-0.00016507097,-0.4351585,-0.43227667,-0.0028818443,-0.03767465,-0.03742515,-0.000249501,6639.0,14129.0,0.5479531,1.1661439,139.0,0.4105769,1982.0924,4.934474,3.8662426,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,75.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
177,178.0,594.0,38.0,556.0,1177.0,1603.0,17.0,13.0,4.0,11.551002,10.68093,11.682744,0.0144435,0.011045029,0.0033984706,0.028619528,0.021885522,0.0067340066,0.010605115,0.008109794,0.0024953212,897.0,1221.0,0.7621071,1.0373832,,,1982.1008,,,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,-5.0,25.0,-125.0,70.0,-5.0,25.0,-125.0,-5.0,25.0,-125.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,-5.0,25.0,-125.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
178,179.0,260.0,180.0,80.0,4360.0,3331.0,1649.0,1691.0,-42.0,11.566589,10.718764,11.682356,0.37821102,0.38784403,-0.009633028,6.3423076,6.503846,-0.16153847,0.49504653,0.5076554,-0.012608826,2977.0,5814.0,0.68279815,1.3334862,,0.42575377,1983.0413,,,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,88.0,13.0,169.0,2197.0,13.0,169.0,2197.0,0.0,0.0,0.0,1.0,13.0,169.0,2197.0,0.0,0.0,0.0,0.0,1.0,13.0,169.0,2197.0,28561.0,0.0,0.0,0.0,0.0,0.0,1.0,13.0,169.0,2197.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,13.0,169.0,2197.0,0.0,0.0,0.0,1.0,13.0,169.0,2197.0,0.0,0.0,0.0,0.0,13.0,169.0,2197.0
179,180.0,713.0,684.0,29.0,2567.0,2211.0,63.0,53.0,10.0,11.551444,10.681849,11.682795,0.024542267,0.020646669,0.003895598,0.08835904,0.0743338,0.014025246,0.028493894,0.023971055,0.0045228405,2620.0,4676.0,1.0206467,1.8215816,78.0,0.41238213,1992.011,4.356709,3.5142207,1.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,78.0,3.0,9.0,27.0,3.0,9.0,27.0,0.0,0.0,0.0,1.0,3.0,9.0,27.0,0.0,0.0,0.0,0.0,1.0,3.0,9.0,27.0,81.0,0.0,0.0,0.0,0.0,0.0,1.0,3.0,9.0,27.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,0.0,0.0,3.0,9.0,27.0,0.0,0.0,0.0,0.0,1.0,3.0,9.0,27.0,3.0,9.0,27.0
180,181.0,6679.0,6638.0,41.0,86837.0,36000.0,735.0,658.0,77.0,11.557889,10.695642,11.68336,0.008464134,0.007577415,0.0008867188,0.11004642,0.098517746,0.011528672,0.020416666,0.018277777,0.002138889,9113.0,26543.0,0.104943745,0.30566463,196.0,,1982.1224,5.278115,3.8393426,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,-21.0,441.0,-9261.0,54.0,-21.0,441.0,-9261.0,0.0,0.0,0.0,-21.0,441.0,-9261.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,-21.0,441.0,-9261.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
181,182.0,303.0,276.0,27.0,2314.0,2423.0,-53.0,-39.0,-14.0,11.550327,10.679734,11.682592,-0.022904063,-0.016853932,-0.0060501294,-0.17491749,-0.12871288,-0.04620462,-0.02187371,-0.016095748,-0.005777961,929.0,2415.0,0.40146932,1.0436474,,,1992.0125,,,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,-8.0,64.0,-512.0,67.0,-8.0,64.0,-512.0,-8.0,64.0,-512.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,0.0,0.0,-8.0,64.0,-512.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
182,183.0,5142.0,3804.0,1338.0,14005.0,17908.0,-1795.0,-835.0,-960.0,11.533404,10.661251,11.674577,-0.12816851,-0.059621565,-0.06854695,-0.34908596,-0.16238818,-0.18669778,-0.10023453,-0.046627205,-0.053607326,14764.0,11446.0,1.0541949,0.8172795,285.0,,1983.0612,5.652489,3.9474578,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,-4.0,16.0,-64.0,71.0,-4.0,16.0,-64.0,0.0,0.0,0.0,-4.0,16.0,-64.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,-4.0,16.0,-64.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
183,184.0,1259.0,1250.0,9.0,5464.0,4606.0,489.0,481.0,8.0,11.555534,10.691627,11.682778,0.08949488,0.08803075,0.0014641288,0.3884035,0.38204923,0.0063542495,0.10616587,0.10442901,0.0017368649,3572.0,5953.0,0.65373355,1.0894948,102.0,0.3153753,1992.0103,4.624973,3.5559082,0.0,1.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,81.0,6.0,36.0,216.0,0.0,0.0,0.0,6.0,36.0,216.0,0.0,0.0,0.0,0.0,1.0,6.0,36.0,216.0,0.0,0.0,0.0,0.0,0.0,1.0,6.0,36.0,216.0,1296.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,6.0,36.0,216.0,,,0.0,0.0,0.0,6.0,36.0,216.0,0.0,0.0,0.0,0.0,1.0,6.0,36.0,216.0,6.0,36.0,216.0
184,185.0,150.0,86.0,64.0,2320.0,1475.0,256.0,47.0,209.0,11.553299,10.681711,11.684472,0.11034483,0.02025862,0.09008621,1.7066667,0.31333333,1.3933333,0.17355932,0.03186441,0.14169492,1228.0,2290.0,0.52931035,0.98706895,31.0,0.4348789,,3.4339871,3.6791549,1.0,0.0,1.0,0.0,,,1.0,0.0,0.0,0.0,0.0,89.0,14.0,196.0,2744.0,14.0,196.0,2744.0,0.0,0.0,0.0,1.0,14.0,196.0,2744.0,0.0,0.0,0.0,0.0,1.0,14.0,196.0,2744.0,38416.0,0.0,0.0,0.0,0.0,0.0,1.0,14.0,196.0,2744.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,14.0,196.0,2744.0
185,186.0,1511.0,1366.0,145.0,9298.0,6877.0,1402.0,1251.0,151.0,11.564246,10.708981,11.683984,0.15078512,0.13454506,0.016240051,0.92786235,0.82792854,0.09993382,0.20386797,0.18191072,0.021957248,3853.0,12555.0,0.4143902,1.3502904,109.0,0.45747265,1992.0508,4.691348,3.5652595,1.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,79.0,4.0,16.0,64.0,4.0,16.0,64.0,0.0,0.0,0.0,1.0,4.0,16.0,64.0,0.0,0.0,0.0,0.0,1.0,4.0,16.0,64.0,256.0,0.0,0.0,0.0,0.0,0.0,1.0,4.0,16.0,64.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,0.0,0.0,4.0,16.0,64.0,0.0,0.0,0.0,0.0,1.0,4.0,16.0,64.0,4.0,16.0,64.0
186,187.0,60565.0,43192.0,17373.0,288885.0,368738.0,4251.0,8551.0,-4300.0,11.590951,10.860075,11.64575,0.014715198,0.029600013,-0.014884816,0.07018905,0.14118716,-0.0709981,0.011528511,0.023189908,-0.011661396,226772.0,375185.0,0.78499055,1.2987348,3753.0,0.13184586,1985.0905,8.23031,4.1013894,0.0,1.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,87.0,12.0,144.0,1728.0,0.0,0.0,0.0,12.0,144.0,1728.0,0.0,0.0,0.0,0.0,1.0,12.0,144.0,1728.0,0.0,0.0,0.0,0.0,0.0,1.0,12.0,144.0,1728.0,20736.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,12.0,144.0,1728.0,,,12.0,144.0,1728.0,0.0,0.0,0.0,1.0,12.0,144.0,1728.0,0.0,0.0,0.0,0.0,12.0,144.0,1728.0
187,188.0,3288.0,3224.0,64.0,33233.0,26988.0,-1395.0,-737.0,-658.0,11.537315,10.663546,11.677142,-0.041976348,-0.022176752,-0.019799598,-0.42427006,-0.22414842,-0.20012166,-0.05168964,-0.027308434,-0.024381207,6226.0,20454.0,0.18734391,0.61547256,118.0,,,4.7706847,3.9658048,0.0,1.0,0.0,0.0,,,0.0,1.0,-7.0,49.0,-343.0,68.0,-7.0,49.0,-343.0,0.0,0.0,0.0,-7.0,49.0,-343.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,0.0,0.0,0.0
188,189.0,14961.0,14865.0,96.0,38647.0,36500.0,2287.0,2322.0,-35.0,11.572618,10.732629,11.682415,0.05917665,0.060082283,-0.00090563303,0.15286411,0.15520354,-0.0023394157,0.062657535,0.06361644,-0.0009589041,18501.0,19022.0,0.47871763,0.49219862,460.0,,,6.1312265,3.6943536,0.0,1.0,0.0,0.0,,,0.0,1.0,-8.0,64.0,-512.0,67.0,-8.0,64.0,-512.0,0.0,0.0,0.0,-8.0,64.0,-512.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,0.0,0.0,0.0
189,190.0,6377.0,5336.0,1041.0,58748.0,36740.0,4011.0,3529.0,482.0,11.588729,10.758626,11.6867695,0.06827466,0.06007013,0.008204535,0.62897915,0.55339503,0.07558413,0.10917256,0.09605335,0.013119216,49333.0,31457.0,0.8397392,0.53545654,1169.0,0.38396057,1992.102,7.063904,3.7424445,0.0,1.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,90.0,15.0,225.0,3375.0,0.0,0.0,0.0,15.0,225.0,3375.0,0.0,0.0,0.0,0.0,1.0,15.0,225.0,3375.0,0.0,0.0,0.0,0.0,0.0,1.0,15.0,225.0,3375.0,50625.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,15.0,225.0,3375.0,,,0.0,0.0,0.0,15.0,225.0,3375.0,0.0,0.0,0.0,0.0,1.0,15.0,225.0,3375.0,15.0,225.0,3375.0
190,191.0,1181.0,194.0,987.0,3853.0,4212.0,-370.0,-23.0,-347.0,11.547269,10.680102,11.679778,-0.096029066,-0.0059693744,-0.09005969,-0.3132938,-0.01947502,-0.2938188,-0.08784425,-0.0054605887,-0.08238366,3236.0,3533.0,0.839865,0.91694784,79.0,0.493336,1985.122,4.3694477,3.7126453,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,85.0,10.0,100.0,1000.0,10.0,100.0,1000.0,0.0,0.0,0.0,1.0,10.0,100.0,1000.0,0.0,0.0,0.0,0.0,1.0,10.0,100.0,1000.0,10000.0,0.0,0.0,0.0,0.0,0.0,1.0,10.0,100.0,1000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,10.0,100.0,1000.0,0.0,0.0,0.0,1.0,10.0,100.0,1000.0,0.0,0.0,0.0,0.0,10.0,100.0,1000.0
191,192.0,5200.0,5025.0,175.0,20969.0,19794.0,-2116.0,-2016.0,-100.0,11.530254,10.6331835,11.681867,-0.100910865,-0.09614193,-0.004768945,-0.4069231,-0.3876923,-0.01923077,-0.10690108,-0.10184904,-0.005052036,23001.0,29942.0,1.096905,1.4279174,545.0,0.40804482,1992.052,6.300786,3.7425072,0.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,80.0,5.0,25.0,125.0,0.0,0.0,0.0,5.0,25.0,125.0,0.0,0.0,0.0,0.0,1.0,5.0,25.0,125.0,1.0,5.0,25.0,125.0,625.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,5.0,25.0,125.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,0.0,0.0,5.0,25.0,125.0,0.0,0.0,0.0,0.0,1.0,5.0,25.0,125.0,5.0,25.0,125.0
192,193.0,206.0,102.0,104.0,5179.0,2847.0,-25.0,50.0,-75.0,11.550597,10.68178,11.682077,-0.004827187,0.009654374,-0.01448156,-0.12135922,0.24271844,-0.36407766,-0.008781173,0.017562347,-0.026343519,3790.0,2771.0,0.7318015,0.5350454,79.0,0.38231632,1986.0132,4.3694477,3.8706734,1.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,83.0,8.0,64.0,512.0,8.0,64.0,512.0,0.0,0.0,0.0,1.0,8.0,64.0,512.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,8.0,64.0,512.0,4096.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,8.0,64.0,512.0,0.0,0.0,0.0,0.0,,,8.0,64.0,512.0,0.0,0.0,0.0,1.0,8.0,64.0,512.0,0.0,0.0,0.0,0.0,8.0,64.0,512.0
193,194.0,162.0,91.0,71.0,2006.0,1444.0,70.0,-36.0,106.0,11.551512,10.679803,11.683604,0.034895316,-0.017946161,0.052841477,0.43209878,-0.22222222,0.654321,0.048476454,-0.024930747,0.0734072,1386.0,2037.0,0.6909272,1.0154537,,0.41754758,1993.0328,,,1.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,75.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
194,195.0,792.0,497.0,295.0,8725.0,5934.0,-318.0,-153.0,-165.0,11.547771,10.677108,11.681317,-0.036446992,-0.017535817,-0.018911175,-0.40151516,-0.19318181,-0.20833333,-0.053589486,-0.025783619,-0.027805865,5062.0,7026.0,0.58017194,0.8052722,126.0,0.38346463,1992.1022,4.836282,3.693235,1.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,78.0,3.0,9.0,27.0,3.0,9.0,27.0,0.0,0.0,0.0,1.0,3.0,9.0,27.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,3.0,9.0,27.0,81.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,3.0,9.0,27.0,0.0,0.0,0.0,0.0,,,0.0,0.0,0.0,3.0,9.0,27.0,0.0,0.0,0.0,0.0,1.0,3.0,9.0,27.0,3.0,9.0,27.0
195,196.0,2925.0,2518.0,407.0,23993.0,19146.0,1714.0,1817.0,-103.0,11.567205,10.721548,11.681841,0.0714375,0.07573042,-0.004292919,0.5859829,0.62119657,-0.035213675,0.089522615,0.09490233,-0.0053797136,18170.0,13657.0,0.7573042,0.56920767,410.0,0.42613637,1984.0608,6.016157,3.79137,0.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,81.0,6.0,36.0,216.0,0.0,0.0,0.0,6.0,36.0,216.0,0.0,0.0,0.0,0.0,1.0,6.0,36.0,216.0,1.0,6.0,36.0,216.0,1296.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,6.0,36.0,216.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,6.0,36.0,216.0,0.0,0.0,0.0,1.0,6.0,36.0,216.0,0.0,0.0,0.0,0.0,6.0,36.0,216.0
196,197.0,829.0,381.0,448.0,16611.0,14515.0,38.0,56.0,-18.0,11.551204,10.681917,11.682558,0.0022876407,0.00337126,-0.0010836193,0.04583836,0.06755127,-0.021712907,0.0026179813,0.0038580778,-0.0012400964,8454.0,19360.0,0.50893986,1.1654928,172.0,,1993.0316,5.1474943,3.8949006,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,-10.0,100.0,-1000.0,65.0,-10.0,100.0,-1000.0,0.0,0.0,0.0,-10.0,100.0,-1000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,0.0,0.0,-10.0,100.0,-1000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
197,198.0,1021.0,754.0,267.0,10173.0,4968.0,-202.0,-49.0,-153.0,11.548891,10.679504,11.681418,-0.019856483,-0.0048166714,-0.015039811,-0.19784525,-0.047992166,-0.14985308,-0.040660225,-0.009863124,-0.030797102,5505.0,10649.0,0.5411383,1.0467905,172.0,,1984.0128,5.1474943,3.4659176,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,-20.0,400.0,-8000.0,55.0,-20.0,400.0,-8000.0,-20.0,400.0,-8000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,-20.0,400.0,-8000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
198,199.0,973.0,890.0,83.0,3504.0,6395.0,655.0,402.0,253.0,11.557124,10.689829,11.684843,0.18692923,0.11472603,0.0722032,0.67317575,0.4131552,0.26002055,0.10242377,0.062861614,0.03956216,5502.0,4138.0,1.5702055,1.1809361,190.0,0.4162011,1985.0304,5.247024,3.3658428,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,86.0,11.0,121.0,1331.0,11.0,121.0,1331.0,0.0,0.0,0.0,1.0,11.0,121.0,1331.0,0.0,0.0,0.0,0.0,1.0,11.0,121.0,1331.0,14641.0,0.0,0.0,0.0,0.0,0.0,1.0,11.0,121.0,1331.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,11.0,121.0,1331.0,0.0,0.0,0.0,1.0,11.0,121.0,1331.0,0.0,0.0,0.0,0.0,11.0,121.0,1331.0
199,200.0,68.0,50.0,18.0,1265.0,896.0,451.0,436.0,15.0,11.55517,10.690603,11.682837,0.35652173,0.34466404,0.011857707,6.632353,6.4117646,0.22058824,0.50334823,0.48660713,0.01674107,834.0,1200.0,0.6592885,0.9486166,,0.27318946,1994.123,,,1.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,89.0,14.0,196.0,2744.0,14.0,196.0,2744.0,0.0,0.0,0.0,1.0,14.0,196.0,2744.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,14.0,196.0,2744.0,38416.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,14.0,196.0,2744.0,0.0,0.0,0.0,0.0,,,0.0,0.0,0.0,14.0,196.0,2744.0,0.0,0.0,0.0,0.0,1.0,14.0,196.0,2744.0,14.0,196.0,2744.0
